gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
PHF14	280	59	194	34	112	61
PHF19	43	6	516	12	52	34
PHF2	221	9	192	22	85	47
PHF20	327	37	555	37	197	99
PHF20L1	213	25	214	53	159	92
PHF21A	313	32	212	43	161	102
PHF21B	0	2	18	1	2	0
PHF23	185	25	105	12	54	29
PHF24	1	4	6	10	6	14
PHF3	506	58	428	98	385	288
PHF5A	93	8	105	5	45	29
PHF6	332	82	240	47	188	160
PHF7	29	4	25	7	30	10
PHF8	175	16	105	14	139	55
PHGDH	7	2	245	0	4	1
PHIP	681	121	484	73	282	197
PHKA1	1	1	28	0	1	1
PHKA1P1	0	0	0	1	0	0
PHKA2	143	13	95	10	77	49
PHKA2-AS1	7	16	25	21	26	33
PHKB	372	51	115	37	212	131
PHKG1	8	2	0	0	1	2
PHKG2	119	54	80	15	72	48
PHLDA1	14	40	2693	49	44	30
PHLDA1-DT	2	1	3	0	1	2
PHLDA2	0	0	92	1	4	1
PHLDA3	0	0	51	3	4	3
PHLDB1	25	1	138	1	11	6
PHLDB2	10	67	149	44	43	30
PHLDB3	28	35	36	13	31	35
PHLPP1	1	5	51	1	24	10
PHLPP2	82	74	87	37	78	51
PHOSPHO1	0	0	1	0	0	0
PHOSPHO2	9	2	9	1	5	7
PHOX2B-AS1	0	3	1	0	1	2
PHPT1	80	13	132	10	50	20
PHRF1	151	11	178	12	121	43
PHTF1	46	5	111	11	33	23
PHTF2	389	51	134	39	176	110
PHYH	45	1	43	6	22	11
PHYHD1	176	57	12	4	9	7
PHYHIP	0	0	4	0	0	0
PHYKPL	83	5	25	7	44	24
PI16	0	1	1	0	0	0
PI3	0	0	121	0	0	0
PI4K2A	102	7	267	18	118	77
PI4K2B	253	23	244	6	114	89
PI4KA	466	40	290	33	232	104
PI4KAP1	128	8	96	21	117	44
PI4KAP2	2	0	4	0	0	17
PI4KB	289	46	218	27	164	82
PIANP	1	0	20	0	7	6
PIAS1	244	25	129	27	131	116
PIAS2	207	128	160	93	84	56
PIAS3	97	6	133	7	49	27
PIAS4	87	9	94	5	44	20
PIBF1	39	3	80	6	60	28
PICALM	308	16	562	57	189	124
PICART1	5	18	5	5	7	3
PICK1	29	2	16	1	12	10
PID1	2	1	854	9	7	10
PIDD1	85	5	56	6	46	20
PIERCE1	3	0	4	0	1	0
PIERCE2	1	0	1	0	2	1
PIEZO1	169	22	335	29	290	165
PIEZO2	0	1	0	1	0	0
PIF1	6	3	64	1	3	1
PIGA	53	6	67	6	29	18
PIGB	33	3	31	3	11	10
PIGBOS1	128	22	113	11	20	10
PIGC	93	12	139	13	39	33
PIGF	40	9	45	8	20	13
PIGG	132	18	99	6	55	34
PIGH	78	28	57	29	35	45
PIGK	73	14	190	13	47	50
PIGL	9	3	18	1	3	1
PIGM	73	33	45	19	43	43
PIGN	152	58	121	35	50	38
PIGO	119	36	95	5	56	37
PIGP	49	3	37	2	19	16
PIGQ	66	9	52	1	22	8
PIGR	149	81	37	36	35	22
PIGS	177	12	108	15	94	48
PIGT	126	17	395	12	86	59
PIGU	31	4	105	6	20	17
PIGV	38	7	53	4	29	29
PIGW	45	9	45	7	42	20
PIGX	91	21	122	16	38	13
PIGY	196	51	200	0	0	0
PIGZ	0	0	8	2	2	3
PIH1D1	186	31	125	7	57	20
PIH1D2	1	1	1	0	0	2
PIK3AP1	1114	97	384	122	853	591
PIK3C2A	134	13	151	16	164	100
PIK3C2B	133	75	86	45	163	97
PIK3C3	213	23	123	12	58	46
PIK3CA	218	19	147	48	172	140
PIK3CA-DT	1	2	4	13	7	5
PIK3CB	83	7	60	10	38	23
PIK3CD	1076	109	524	85	565	328
PIK3CD-AS1	4	2	2	0	0	0
PIK3CD-AS2	12	1	4	0	3	3
PIK3CG	223	23	80	30	140	50
PIK3IP1	319	28	163	38	243	157
PIK3IP1-DT	5	1	0	0	1	2
PIK3R1	139	61	184	78	199	139
PIK3R2	88	0	217	10	39	0
PIK3R3	0	1	30	2	14	6
PIK3R4	89	13	107	14	85	43
PIK3R5	136	11	97	33	35	12
PIK3R5-DT	13	2	13	4	11	3
PIK3R6	1	0	2	1	2	1
PIKFYVE	686	42	347	56	358	191
PILRA	7	1	73	31	29	15
PILRB	92	17	31	0	105	50
PIM1	3493	258	611	99	557	380
PIM2	2171	230	225	74	362	254
PIM3	941	61	373	44	182	83
PIMREG	0	0	135	0	1	0
PIN1	104	16	167	6	60	22
PIN1-DT	0	1	0	0	1	0
PIN4	84	14	92	8	34	25
PINK1	93	13	180	6	45	42
PINK1-AS	32	37	37	11	28	13
PINLYP	2	5	12	5	3	0
PINX1	38	7	54	6	46	16
PIP4K2A	297	60	212	86	323	210
PIP4K2B	167	10	293	35	156	79
PIP4K2C	124	12	112	16	77	42
PIP4P1	169	19	77	14	52	30
PIP4P2	44	2	58	8	20	20
PIP5K1A	181	11	294	20	107	58
PIP5K1B	28	1	15	1	17	10
PIP5K1C	108	7	230	15	72	54
PIP5KL1	1	0	6	0	2	1
PIPOX	3	0	2	0	1	1
PIPSL	0	1	1	0	2	0
PIR	0	0	10	1	3	0
PISD	127	11	88	9	50	23
PISRT1	2	9	3	14	5	6
PITHD1	266	42	241	53	109	80
PITPNA	267	22	275	20	96	47
PITPNA-AS1	12	2	18	3	7	7
PITPNB	364	37	413	35	249	81
PITPNC1	52	2	137	17	27	18
PITPNM1	206	15	135	22	125	61
PITPNM2	171	5	84	4	89	39
PITPNM3	2	1	5	1	0	2
PITRM1	156	9	62	17	154	90
PITRM1-AS1	4	0	1	1	3	2
PITX1	0	0	48	2	0	0
PITX1-AS1	0	16	12	11	10	14
PITX2	0	0	11	0	0	0
PIWIL1	1	7	4	5	3	8
PIWIL2	4	0	0	0	8	3
PIWIL4	0	0	7	1	4	5
PJA1	169	19	87	16	71	30
PJA2	520	41	465	55	332	236
PJVK	7	34	7	11	11	14
PKD1	183	18	363	22	141	79
PKD1L1	1	3	1	0	3	5
PKD1P1	209	0	175	14	253	139
PKD1P2	0	0	33	0	3	4
PKD1P3	185	16	339	39	239	150
PKD1P4	57	2	69	10	57	20
PKD1P5	54	3	99	16	49	36
PKD1P6	15	0	43	5	23	9
PKD1P6-NPIPP1	70	6	135	17	106	34
PKD2	2	0	123	6	11	6
PKD2L2-DT	31	93	52	58	66	63
PKDCC	0	0	4	0	1	0
PKHD1L1	19	3	23	13	28	26
PKIA	18	2	29	3	13	10
PKIB	0	0	4	0	0	1
PKIG	658	51	222	20	184	67
PKM	1470	92	3944	194	1296	453
PKMYT1	0	0	52	0	1	1
PKN1	584	68	662	47	345	160
PKN2	218	45	240	37	162	118
PKN2-AS1	30	119	59	73	63	57
PKN3	58	6	27	2	27	9
PKNOX1	86	11	88	9	51	29
PKNOX2	0	0	5	0	0	0
PKP2	3	5	8	7	47	5
PKP3	0	0	19	0	0	0
PKP4	3	42	273	32	53	47
PLA1A	4	13	12	15	17	12
PLA2G12A	106	16	87	7	39	21
PLA2G15	76	3	75	3	11	8
PLA2G2C	0	0	0	0	0	0
PLA2G2D	7	1	10	7	0	1
PLA2G4A	0	0	8	1	0	0
PLA2G4B	58	5	38	8	31	6
PLA2G4C	0	0	28	1	17	11
PLA2G4D	1	8	5	6	4	6
PLA2G4E-AS1	2	2	9	12	4	7
PLA2G6	75	7	41	9	50	29
PLA2G7	2	0	161	91	19	33
PLA2R1	3	29	33	14	23	10
PLAA	147	12	96	8	95	49
PLAAT1	0	0	16	0	0	0
PLAAT3	11	10	40	5	15	10
PLAAT4	30	8	39	12	14	22
PLAC4	0	1	0	0	0	0
PLAC8	705	305	193	143	384	198
PLAC8L1	0	0	0	0	1	0
PLAG1	7	5	57	9	9	4
PLAGL1	39	0	80	0	8	7
PLAGL2	100	6	173	12	74	29
PLAT	2	0	265	1	1	0
PLAU	1	1	145	7	10	3
PLAUR	5	0	973	103	36	23
PLB1	0	0	1	1	0	0
PLBD1	0	0	31	5	6	3
PLBD1-AS1	0	0	3	0	1	1
PLBD2	77	52	404	38	93	60
PLCB1	1	0	17	2	0	1
PLCB2	262	18	65	12	51	22
PLCB3	118	33	251	17	61	55
PLCB4	0	3	20	2	1	1
PLCD1	20	3	44	2	26	6
PLCD3	21	95	98	24	44	39
PLCD4	0	1	2	0	1	0
PLCE1	14	66	48	42	32	32
PLCG1	218	11	433	19	146	77
PLCG1-AS1	21	68	28	40	46	34
PLCG2	1149	67	260	74	741	309
PLCH1	0	0	1	2	0	1
PLCH2	8	0	8	3	27	10
PLCL1	1	0	12	7	9	2
PLCL2	350	36	77	15	179	108
PLCXD1	105	30	198	14	31	15
PLCXD2	63	4	9	3	20	10
PLCXD3	2	1	1	0	3	2
PLD1	1	5	117	9	10	14
PLD2	56	6	71	3	16	11
PLD3	91	14	150	23	56	50
PLD4	40	0	80	11	86	12
PLD5	3	2	7	5	4	4
PLD6	15	21	60	21	12	11
PLEC	397	30	1572	47	291	151
PLEK	677	30	506	110	272	106
PLEK2	0	0	86	0	0	1
PLEKHA1	277	23	213	23	75	52
PLEKHA2	1507	156	588	190	1430	1114
PLEKHA3	226	210	216	171	144	162
PLEKHA3P1	3	0	1	1	6	2
PLEKHA4	1	0	61	2	6	4
PLEKHA5	14	112	120	29	42	41
PLEKHA6	3	7	7	13	8	6
PLEKHA7	16	11	10	1	22	5
PLEKHA8	46	35	109	41	71	40
PLEKHA8P1	10	3	10	1	6	3
PLEKHB1	51	2	9	4	21	11
PLEKHB2	357	53	979	82	222	136
PLEKHD1	2	0	2	0	1	0
PLEKHF1	21	2	15	9	8	3
PLEKHF2	285	38	225	61	153	125
PLEKHG1	1433	137	144	62	575	384
PLEKHG2	366	186	267	77	187	101
PLEKHG3	17	64	49	45	51	34
PLEKHG4	8	1	122	0	5	2
PLEKHG4B	0	1	3	0	0	1
PLEKHG5	5	2	83	0	3	1
PLEKHG7	45	2	0	0	1	0
PLEKHH1	1	0	6	1	14	3
PLEKHH2	0	1	29	1	5	5
PLEKHH3	9	1	45	0	1	0
PLEKHJ1	186	37	167	16	73	67
PLEKHM1	113	10	106	15	73	57
PLEKHM1P1	8	0	0	0	7	0
PLEKHM2	264	14	274	32	183	94
PLEKHM3	69	25	84	19	46	41
PLEKHN1	5	1	24	3	2	0
PLEKHO1	660	87	315	42	92	90
PLEKHO2	99	14	143	25	61	34
PLEKHS1	0	2	1	2	4	2
PLGLB1	30	67	13	21	40	15
PLGLB2	10	42	40	19	21	40
PLGRKT	60	4	40	10	62	31
PLIN1	6	13	5	4	2	6
PLIN2	151	13	1882	205	123	129
PLIN3	194	34	767	19	110	54
PLIN4	0	1	4	0	1	0
PLIN5	2	1	7	1	5	1
PLK1	5	1	236	3	6	2
PLK2	11	5	116	5	13	8
PLK3	246	9	115	13	88	36
PLK4	9	1	142	4	18	7
PLLP	33	141	45	38	45	73
PLOD1	29	2	505	13	25	6
PLOD2	1	1	971	0	1	4
PLOD3	53	5	105	7	29	15
PLP2	182	21	684	27	121	93
PLPBP	118	15	78	11	107	72
PLPP1	22	0	38	6	7	3
PLPP2	0	0	95	0	0	1
PLPP3	65	5	79	7	11	5
PLPP4	1	35	12	5	13	15
PLPP5	45	7	88	6	60	50
PLPP6	43	0	19	2	39	26
PLPP7	0	0	23	0	1	2
PLPPR1	1	10	5	10	9	24
PLPPR2	16	0	125	7	13	12
PLPPR5-AS1	2	1	0	1	3	1
PLRG1	328	18	270	24	153	83
PLS1	9	1	7	1	6	3
PLS3	0	2	503	4	6	6
PLSCR1	87	14	174	22	26	17
PLSCR2	0	0	1	1	1	3
PLSCR3	70	9	87	5	13	14
PLSCR4	1	10	33	9	5	14
PLTP	2	0	3	1	9	6
PLVAP	0	0	1	0	1	0
PLXDC1	0	1	1	1	8	3
PLXDC2	4	35	32	36	24	35
PLXNA1	787	28	497	32	109	37
PLXNA2	0	0	16	0	0	1
PLXNA3	224	89	179	68	393	237
PLXNA4	6	45	21	30	32	28
PLXNB1	8	4	47	1	7	4
PLXNB2	301	21	520	11	58	21
PLXNB3	0	0	80	1	8	2
PLXNB3-AS1	0	0	4	1	1	0
PLXNC1	97	18	100	27	146	92
PLXND1	311	27	188	21	29	24
PM20D1	1	1	0	0	0	0
PM20D1-AS1	17	1	32	1	18	5
PM20D2	142	14	186	25	93	40
PMAIP1	1219	75	269	11	75	56
PMCHL2	5	22	1	11	3	11
PMEL	1	0	3	1	3	1
PMEPA1	178	7	65	12	111	76
PMF1	110	18	103	5	30	20
PMF1-BGLAP	5	1	10	1	1	0
PMFBP1	3	0	4	0	14	5
PML	81	9	131	14	93	46
PMM1	91	24	98	4	28	16
PMM2	55	3	116	7	55	23
PMP22	2	9	191	33	16	10
PMPCA	146	26	232	14	84	39
PMPCB	248	53	176	33	163	95
PMS1	84	13	105	31	78	31
PMS2	144	65	159	31	103	67
PMS2P1	0	0	0	0	0	0
PMS2P14	0	0	0	0	0	0
PMS2P3	47	99	69	37	59	52
PMS2P6	0	0	4	0	0	0
PMVK	65	8	32	3	45	10
PNISR	2276	390	710	222	734	453
PNISR-AS1	16	10	26	7	11	3
PNKD	54	22	98	17	18	14
PNKP	62	11	71	3	41	13
PNLIPRP3	0	0	2	0	0	0
PNMA1	109	18	222	11	81	49
PNMA2	10	8	42	7	10	8
PNMA3	2	0	1	2	10	1
PNMA5	0	0	0	0	0	0
PNMA6A	0	0	18	0	0	0
PNMA6B	0	0	0	0	0	0
PNMA8A	0	0	0	0	15	12
PNMA8C	2	37	13	15	5	11
PNMT	0	0	0	0	0	0
PNN	1437	165	904	190	918	562
PNN-AS1	2	0	0	0	2	1
PNO1	65	14	104	7	75	30
PNOC	89	7	22	7	39	25
PNP	36	1	259	10	69	28
PNPLA1	0	1	2	0	0	3
PNPLA2	372	24	182	28	106	69
PNPLA3	0	0	4	0	0	0
PNPLA4	13	1	44	1	23	8
PNPLA6	220	36	318	36	141	57
PNPLA7	78	14	27	6	39	24
PNPLA8	249	20	109	16	93	72
PNPO	55	43	112	70	94	59
PNPT1	132	29	143	25	145	53
PNRC1	628	54	441	88	293	239
PNRC2	934	108	685	78	303	260
POC1A	4	0	59	1	6	1
POC1B	108	6	103	6	32	17
POC1B-AS1	16	10	19	7	22	9
POC1B-GALNT4	0	0	18	0	0	0
POC5	69	3	32	4	41	21
PODN	0	0	1	0	0	0
PODNL1	1	2	1	0	0	0
PODXL	0	2	191	6	9	10
PODXL2	0	0	33	0	2	0
POF1B	78	15	8	7	1	0
POFUT1	117	12	465	19	100	43
POFUT2	89	6	207	7	42	29
POGK	247	22	252	32	130	89
POGLUT1	102	12	68	20	57	41
POGLUT2	2	1	66	0	4	1
POGLUT3	25	1	432	11	15	8
POGZ	373	56	236	50	203	140
POLA1	60	6	131	10	87	20
POLA2	46	14	93	3	22	14
POLB	45	7	73	3	37	15
POLD1	83	7	140	9	70	18
POLD2	119	12	310	10	124	33
POLD3	67	15	263	32	66	38
POLD4	256	61	151	14	122	55
POLDIP2	169	16	277	19	105	36
POLDIP3	352	36	243	27	142	100
POLE	82	4	165	25	71	34
POLE2	6	0	27	4	11	5
POLE3	320	60	460	36	192	124
POLE4	112	24	142	15	41	26
POLG	242	16	244	22	157	62
POLG-DT	1	0	1	0	0	0
POLG2	77	7	39	4	62	27
POLH	167	35	218	29	206	77
POLH-AS1	2	2	1	3	1	1
POLI	101	93	105	79	55	58
POLK	253	85	158	38	143	99
POLL	52	4	30	3	29	12
POLM	133	21	77	17	58	46
POLN	0	0	0	0	6	2
POLQ	0	3	98	4	20	6
POLR1A	246	52	155	30	192	54
POLR1B	122	11	93	6	104	46
POLR1C	59	18	58	4	43	23
POLR1D	303	34	267	36	179	89
POLR1E	83	15	173	6	78	24
POLR1F	191	28	151	14	110	58
POLR1G	31	25	98	15	62	26
POLR1H	71	17	53	11	38	21
POLR1HASP	72	75	87	69	83	81
POLR2A	309	20	805	41	346	186
POLR2B	689	62	459	52	357	204
POLR2C	139	17	244	16	111	54
POLR2D	192	88	322	47	162	94
POLR2E	218	20	248	25	144	62
POLR2F	103	26	90	14	41	18
POLR2G	121	21	111	10	70	31
POLR2H	80	14	161	9	49	21
POLR2I	47	9	33	2	20	12
POLR2J	144	17	94	16	81	41
POLR2J2	40	8	25	6	45	22
POLR2J2-UPK3BL1	56	0	64	24	0	47
POLR2J3	184	183	176	116	294	138
POLR2J4	132	96	111	36	144	84
POLR2K	141	13	151	20	85	55
POLR2L	78	13	211	10	61	19
POLR2M	230	32	322	26	140	96
POLR3A	93	19	248	9	68	25
POLR3B	27	5	37	6	18	10
POLR3C	157	36	107	26	113	64
POLR3D	79	10	155	8	74	32
POLR3DP1	0	2	0	0	2	0
POLR3E	101	5	125	12	76	44
POLR3F	46	5	57	6	38	21
POLR3G	15	10	168	2	20	6
POLR3GL	229	45	117	18	82	49
POLR3H	112	12	67	5	75	31
POLR3K	90	13	123	22	30	17
POLRMT	138	7	119	11	81	37
POLRMTP1	7	1	7	0	6	0
POM121	223	12	266	24	220	85
POM121B	1	0	0	0	1	0
POM121C	258	11	173	24	191	82
POM121L15P	4	16	5	38	14	11
POM121L9P	0	4	4	6	6	6
POMC	30	4	4	1	8	4
POMGNT1	46	10	201	1	40	21
POMGNT2	1	0	49	2	13	5
POMK	111	175	144	90	148	121
POMP	176	24	263	37	101	49
POMT1	65	4	92	18	34	12
POMT2	63	1	63	4	24	4
POMZP3	23	5	7	1	4	3
PON1	0	9	3	2	3	6
PON2	9	0	106	2	17	6
POP1	21	6	67	3	30	9
POP4	123	18	74	9	55	49
POP5	75	19	56	9	29	8
POP7	54	8	64	6	29	9
POPDC2	17	2	4	2	6	6
POPDC3	0	0	68	0	1	0
POR	77	12	81	10	48	28
PORCN	20	2	29	0	14	15
PORCN-DT	2	0	0	0	1	1
POT1	78	8	54	12	65	48
POT1-AS1	3	19	11	19	17	13
POTEE	1	6	5	4	10	5
POTEF	2	13	5	4	8	6
POTEI	3	10	0	4	12	1
POTEKP	1	5	0	4	5	6
POTEM	2	39	8	12	12	14
POU2AF1	2624	314	379	136	510	252
POU2AF3	2	0	3	0	5	4
POU2F1	337	101	129	64	205	114
POU2F1-DT	4	1	3	3	4	0
POU2F2	5893	622	1166	174	1171	534
POU2F3	8	53	24	27	28	20
POU3F1	22	1	1	4	2	0
POU3F2	1	8	9	11	4	10
POU3F3	2	8	6	16	8	15
POU3F4	4	16	3	6	11	12
POU4F1	0	1	3	1	2	1
POU4F3	0	2	0	0	1	1
POU5F1	21	55	14	25	28	27
POU5F1B	6	23	22	35	15	24
POU5F1P6	1	0	1	0	0	0
POU5F2	7	38	21	35	26	21
POU6F1	76	12	19	6	14	16
POU6F2	3	42	24	22	29	31
PPA1	170	12	331	14	204	57
PPA2	137	15	174	12	60	37
PPAN	115	6	118	6	72	16
PPAN-P2RY11	0	0	5	0	4	9
PPARA	143	25	150	15	136	57
PPARD	170	15	174	16	89	37
PPARG	1	0	29	5	2	0
PPARGC1A	3	31	9	30	23	21
PPARGC1B	40	42	62	65	82	59
PPAT	90	21	134	25	64	50
PPBP	6	0	1191	719	28	24
PPCDC	21	3	38	3	2	7
PPCS	229	20	165	19	80	49
PPDPF	115	17	297	17	176	95
PPEF1	0	3	2	0	0	1
PPEF2	4	0	1	0	1	1
PPFIA1	145	11	301	20	82	50
PPFIA2	0	0	24	1	1	0
PPFIA3	9	0	20	3	14	2
PPFIA4	3	4	29	2	2	4
PPFIBP1	10	38	364	12	62	32
PPFIBP2	555	65	144	35	291	186
PPHLN1	354	41	251	42	192	120
PPIA	3752	480	7118	327	1800	831
PPIAP22	72	7	218	5	44	17
PPIAP31	1	0	0	0	1	1
PPIAP41	1	0	1	0	0	0
PPIAP45	0	0	0	0	0	0
PPIAP72	0	0	0	0	0	0
PPIB	404	57	1138	61	271	164
PPIC	2	6	59	5	4	5
PPID	167	28	182	12	81	37
PPIE	146	22	168	16	56	38
PPIEL	11	37	29	31	37	26
PPIF	145	21	867	31	123	60
PPIG	1384	161	650	110	416	265
PPIH	119	30	140	21	93	48
PPIL1	109	9	123	7	50	29
PPIL2	277	20	118	8	101	52
PPIL3	60	3	171	8	37	33
PPIL4	210	17	177	19	97	64
PPIL6	3	32	4	8	11	11
PPIP5K1	93	7	137	10	74	47
PPIP5K2	164	44	159	46	172	107
PPL	0	1	5	0	0	0
PPM1A	396	56	312	72	262	165
PPM1B	361	40	200	25	167	110
PPM1B-DT	0	0	0	0	2	1
PPM1D	91	43	58	32	45	29
PPM1E	0	0	3	1	0	0
PPM1F	176	21	185	13	71	39
PPM1F-AS1	54	185	50	73	88	82
PPM1G	403	67	608	35	287	94
PPM1H	9	38	43	53	35	45
PPM1J	10	0	10	0	4	2
PPM1K	1376	308	322	152	605	358
PPM1K-DT	2	0	3	1	2	1
PPM1L	0	3	16	3	20	14
PPM1L-DT	0	1	0	0	1	1
PPM1M	118	18	66	19	34	34
PPM1N	15	55	26	23	30	29
PPME1	50	2	158	6	18	18
PPOX	36	4	19	3	6	5
PPP1CA	666	126	429	56	354	197
PPP1CB	847	85	683	134	388	247
PPP1CB-DT	0	2	3	7	9	1
PPP1CC	1523	207	791	142	556	325
PPP1R10	257	13	246	16	105	58
PPP1R11	114	16	134	22	41	45
PPP1R12A	673	91	434	80	308	209
PPP1R12A-AS1	1	2	1	0	1	1
PPP1R12B	110	11	79	14	77	52
PPP1R12C	354	36	223	18	135	80
PPP1R13B	60	7	30	4	35	21
PPP1R13B-DT	6	7	2	1	4	5
PPP1R13L	4	0	78	1	6	3
PPP1R14A	10	5	10	0	3	1
PPP1R14B	230	44	341	8	90	48
PPP1R14B-AS1	1	0	4	0	0	0
PPP1R14BP3	1	2	2	0	1	0
PPP1R14C	2	6	4	3	5	9
PPP1R15A	672	91	1508	86	323	215
PPP1R15B	412	63	450	105	376	240
PPP1R16A	30	1	57	5	14	6
PPP1R16B	1275	86	615	139	509	339
PPP1R17	0	1	0	0	0	0
PPP1R18	370	59	785	68	261	156
PPP1R1B	1	0	0	0	0	0
PPP1R1C	0	0	1	2	0	0
PPP1R2	363	37	238	50	139	124
PPP1R21	91	8	66	16	64	53
PPP1R26	101	5	150	3	29	18
PPP1R26-AS1	0	10	13	7	9	5
PPP1R2B	0	1	0	3	4	5
PPP1R2C	0	0	0	0	0	0
PPP1R35	80	18	60	6	34	15
PPP1R35-AS1	8	66	19	11	26	20
PPP1R37	49	3	55	3	35	13
PPP1R3B	70	10	163	10	50	38
PPP1R3B-DT	11	40	8	12	24	18
PPP1R3C	0	0	33	0	0	0
PPP1R3D	70	5	79	9	40	23
PPP1R3E	95	12	54	20	73	55
PPP1R3F	11	0	28	2	10	6
PPP1R3G	1	14	10	3	5	2
PPP1R7	123	15	258	19	53	67
PPP1R8	197	25	215	20	133	71
PPP1R9A	4	39	51	25	29	27
PPP1R9B	872	38	520	66	490	234
PPP2CA	476	55	526	43	282	173
PPP2CA-DT	3	1	1	0	0	0
PPP2CB	161	11	216	5	50	42
PPP2R1A	413	40	406	34	229	117
PPP2R1B	128	21	123	15	86	41
PPP2R2A	170	18	233	24	160	88
PPP2R2B	0	7	6	10	11	8
PPP2R2C	0	7	11	4	1	3
PPP2R2D	100	12	180	15	66	41
PPP2R3A	0	4	40	10	7	8
PPP2R3B	39	7	86	3	9	6
PPP2R3C	85	9	81	9	52	31
PPP2R5A	243	14	150	28	124	96
PPP2R5B	90	4	89	5	25	17
PPP2R5C	876	113	678	99	353	243
PPP2R5CP	3	1	0	0	0	0
PPP2R5D	107	2	283	10	70	31
PPP2R5E	254	63	269	55	160	98
PPP3CA	981	77	323	70	364	249
PPP3CB	146	9	193	15	77	54
PPP3CB-AS1	32	1	14	6	19	16
PPP3CC	171	21	117	13	91	51
PPP3R1	278	18	224	27	129	66
PPP4C	278	52	253	21	134	60
PPP4R1	184	29	185	14	52	36
PPP4R2	376	42	381	43	173	97
PPP4R3A	809	119	407	123	590	380
PPP4R3B	328	32	275	40	265	166
PPP4R3B-DT	10	4	4	2	2	2
PPP4R4	3	9	101	20	9	7
PPP5C	110	10	226	7	67	23
PPP6C	359	43	291	60	198	153
PPP6R1	639	49	393	30	374	124
PPP6R2	324	93	212	50	118	79
PPP6R3	638	61	443	66	301	180
PPRC1	101	6	179	10	149	34
PPT1	242	26	451	49	162	120
PPT2	13	3	37	1	12	6
PPT2-EGFL8	2	0	1	0	0	0
PPTC7	376	36	267	38	262	149
PPWD1	130	4	141	18	104	66
PQBP1	223	47	166	8	66	41
PRADC1	12	1	29	2	5	1
PRAF2	25	9	65	3	15	14
PRAG1	128	4	34	3	51	23
PRAL	6	49	9	14	13	12
PRAM1	1	0	9	0	2	1
PRAME	8	0	25	6	0	0
PRAMEF17	1	2	2	3	4	2
PRAMEF19	0	2	1	1	1	0
PRAMEF9	2	31	8	14	4	4
PRAMENP	38	3	1	0	0	1
PRANCR	28	21	21	11	29	12
PRC1	27	0	844	9	66	20
PRC1-AS1	8	21	3	6	9	11
PRCC	225	24	156	11	85	48
PRCD	0	0	1	0	0	0
PRCP	157	46	224	33	98	61
PRDM1	115	25	95	30	32	26
PRDM10	69	6	47	4	26	24
PRDM10-DT	4	13	11	9	10	8
PRDM11	27	5	19	6	29	7
PRDM13	0	0	1	0	0	0
PRDM15	45	14	72	10	39	18
PRDM16	5	16	6	8	118	5
PRDM16-DT	0	0	0	0	0	0
PRDM2	924	95	431	101	437	221
PRDM4	199	22	200	16	93	59
PRDM5	0	0	27	2	0	0
PRDM8	56	10	64	7	14	19
PRDM8-AS1	3	0	7	2	2	3
PRDX1	1059	139	1023	104	566	263
PRDX2	12	3	134	14	50	31
PRDX2P3	0	0	0	0	0	0
PRDX3	250	33	583	31	143	64
PRDX4	63	6	152	11	33	11
PRDX5	331	47	466	27	125	61
PRDX6	360	39	482	37	198	148
PRDX6-AS1	33	16	11	22	15	18
PREB	166	17	163	17	79	48
PRECSIT	0	0	28	0	0	1
PRELID1	325	81	290	31	158	59
PRELID1P4	1	0	0	0	0	0
PRELID1P6	0	0	0	0	1	0
PRELID2	3	32	60	28	32	33
PRELID3A	3	0	10	0	0	1
PRELID3B	388	53	597	43	285	166
PRELID3BP8	0	15	8	6	7	11
PRELP	0	2	0	1	4	3
PREP	76	10	153	19	54	31
PREPL	134	12	142	20	117	80
PREX1	639	36	586	58	188	94
PREX2	11	35	39	52	25	34
PRF1	13	19	31	14	38	26
PRG2	3	0	2	0	4	0
PRH1	1	0	2	0	0	0
PRICKLE1	54	23	30	16	59	29
PRICKLE2	2	7	79	18	11	11
PRICKLE2-AS3	3	6	2	4	7	5
PRICKLE3	32	2	16	2	19	12
PRICKLE4	4	0	9	0	0	4
PRIM1	63	7	95	11	36	21
PRIM2	47	40	172	27	44	36
PRIMPOL	46	4	94	10	32	17
PRKAA1	350	21	292	41	214	118
PRKAA2	0	1	50	2	1	1
PRKAB1	77	36	64	12	70	32
PRKAB2	147	10	129	13	46	32
PRKACA	70	10	221	17	69	44
PRKACB	95	10	81	22	83	56
PRKACB-DT	0	0	1	1	8	4
PRKACG	0	3	3	2	4	0
PRKAG1	48	12	144	14	29	0
PRKAG2	106	14	97	18	97	32
PRKAG2-AS1	21	2	9	1	8	9
PRKAR1A	1407	115	1246	121	638	376
PRKAR1B	21	3	24	2	14	9
PRKAR1B-AS1	4	1	7	0	3	3
PRKAR2A	237	46	354	17	178	81
PRKAR2A-AS1	14	26	29	15	25	17
PRKAR2B	6	1	32	0	7	2
PRKCA	18	25	183	47	40	37
PRKCB	2629	412	538	185	1028	604
PRKCD	127	11	197	18	128	45
PRKCE	150	9	113	32	95	79
PRKCH	13	2	79	21	36	34
PRKCH-AS1	8	50	46	38	42	23
PRKCI	57	10	205	10	67	53
PRKCQ	1	0	23	2	8	6
PRKCQ-AS1	3	5	13	6	16	7
PRKCSH	419	34	1346	31	244	144
